Order Id,order date (DateOrders),Order Year,Order Month,Order Quarter,Sales,Order Profit Per Order,Benefit per order,Order Item Discount,Order Item Product Price,Order Item Quantity,Profit Margin,Customer Id,Customer Segment,Category Name,Product Name,Market,Order Region,Order Country,Shipping Mode,Delivery Status,Days for shipping (real),Days for shipment (scheduled),Shipping Delay,Late_delivery_risk,On-Time Delivery,Latitude,Longitude
20072,20-10-2015 23:45,2015,10,2015Q4,299.980011,75.58999634,75.58999634,48,299.980011,1,0.251983444,4279,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Southern Europe,Italia,Second Class,Late delivery,3,2,1,1,No,18.29564285,-66.37054443
18343,25-09-2015 18:01,2015,9,2015Q3,299.980011,78.87000275,78.87000275,48,299.980011,1,0.262917527,4337,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Southern Europe,Portugal,Second Class,Late delivery,4,2,2,1,No,18.28269959,-66.37054443
18387,26-09-2015 09:26,2015,9,2015Q3,399.980011,113.5599976,113.5599976,64,399.980011,1,0.283914182,8302,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Late delivery,3,2,1,1,No,18.29304504,-66.37050629
16998,,,,NaT,399.980011,33.59999847,33.59999847,64,399.980011,1,0.084004194,548,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Países Bajos,Second Class,Late delivery,4,2,2,1,No,18.35910034,-66.07790375
14730,,,,NaT,399.980011,120.5100021,120.5100021,68,399.980011,1,0.301290061,8098,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,6,2,4,1,No,18.29667473,-66.37059784
65105,,,,NaT,299.980011,64.73999786,64.73999786,51,299.980011,1,0.215814373,5898,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Western Europe,Alemania,Second Class,Late delivery,6,2,4,1,No,18.25903893,-66.3706131
62193,26-06-2017 20:37,2017,6,2017Q2,299.980011,-373.480011,-373.480011,51,299.980011,1,-1.245016325,7003,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Western Europe,Francia,Second Class,Late delivery,4,2,2,1,No,18.28821564,-66.37052155
15673,17-08-2015 18:35,2015,8,2015Q3,399.980011,154.1499939,154.1499939,72,399.980011,1,0.385394244,3784,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,4,2,2,1,No,18.23220825,-66.37062836
19610,14-10-2015 05:54,2015,10,2015Q4,399.980011,-885.5599976,-885.5599976,72,399.980011,1,-2.214010634,387,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Southern Europe,Italia,Second Class,Late delivery,6,2,4,1,No,18.24751091,-66.02523804
64292,27-07-2017 12:00,2017,7,2017Q3,299.980011,61.5,61.5,54,299.980011,1,0.20501366,5120,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Western Europe,Países Bajos,Second Class,Late delivery,3,2,1,1,No,18.28521919,-66.37058258
20234,23-10-2015 08:31,2015,10,2015Q4,399.980011,-75.11000061,-75.11000061,72,399.980011,1,-0.187784386,7132,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Austria,Second Class,Late delivery,5,2,3,1,No,18.28570366,-66.37050629
11513,18-06-2015 01:09,2015,6,2015Q2,399.980011,45.91999817,45.91999817,72,399.980011,1,0.114805733,8103,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Alemania,Second Class,Late delivery,4,2,2,1,No,18.20577622,-66.37051392
11076,,,,NaT,399.980011,-61.65999985,-61.65999985,72,399.980011,1,-0.154157703,328,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.35902214,-66.07817078
49507,23-12-2016 16:09,2016,12,2016Q4,299.980011,72,72,60,299.980011,1,0.240015992,11225,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Eastern Europe,Rusia,Second Class,Late delivery,3,2,1,1,No,18.27465439,-66.37055206
19610,14-10-2015 05:54,2015,10,2015Q4,399.980011,116.1500015,116.1500015,80,399.980011,1,0.290389515,387,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Southern Europe,Italia,Second Class,Late delivery,6,2,4,1,No,18.24751091,-66.02523804
14651,,,,NaT,399.980011,86.40000153,86.40000153,80,399.980011,1,0.216010798,11887,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.28616905,-66.37050629
11076,,,,NaT,399.980011,100.1500015,100.1500015,80,399.980011,1,0.250387516,328,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.35902214,-66.07817078
49507,23-12-2016 16:09,2016,12,2016Q4,299.980011,61.86999893,61.86999893,75,299.980011,1,0.206247072,11225,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Eastern Europe,Rusia,Second Class,Late delivery,3,2,1,1,No,18.27465439,-66.37055206
63107,,,,NaT,299.980011,45,45,75,299.980011,1,0.150009995,9628,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Southern Europe,España,Second Class,Late delivery,3,2,1,1,No,18.27112579,-66.37062836
20072,20-10-2015 23:45,2015,10,2015Q4,399.980011,108.8899994,108.8899994,100,399.980011,1,0.272238603,4279,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Southern Europe,Italia,Second Class,Late delivery,3,2,1,1,No,18.29564285,-66.37054443
19550,13-10-2015 08:53,2015,10,2015Q4,399.980011,87,87,100,399.980011,1,0.21751087,7158,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.2845993,-66.3706131
14193,27-07-2015 04:05,2015,7,2015Q3,399.980011,146.9900055,146.9900055,100,399.980011,1,0.367493378,10928,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Late delivery,4,2,2,1,No,18.29442787,-66.37062836
69057,,,,NaT,31.07999992,9.25,9.25,1.24000001,31.07999992,1,0.297619048,12610,Consumer,Books ,Sports Books ,Europe,Western Europe,Francia,Second Class,Late delivery,3,2,1,1,No,18.26632881,-66.03705597
68996,,,,NaT,31.07999992,9.460000038,9.460000038,4.039999962,31.07999992,1,0.304375806,12549,Consumer,Books ,Sports Books ,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.26296616,-66.37057495
68977,,,,NaT,31.07999992,3.50999999,3.50999999,4.659999847,31.07999992,1,0.112934363,12530,Consumer,Books ,Sports Books ,Europe,Southern Europe,Italia,Second Class,Late delivery,3,2,1,1,No,18.21187782,-66.3706131
69170,,,,NaT,31.07999992,6.760000229,6.760000229,7.769999981,31.07999992,1,0.217503225,12723,Consumer,Books ,Sports Books ,Europe,Western Europe,Alemania,Second Class,Late delivery,6,2,4,1,No,18.2093277,-66.03705597
71517,,,,NaT,164.3800049,36.15999985,36.15999985,0,164.3800049,1,0.219978092,15070,Consumer,DVDs,DVDs ,Europe,Western Europe,Francia,Second Class,Late delivery,3,2,1,1,No,18.26964951,-66.0370636
71533,,,,NaT,164.3800049,-410.7900085,-410.7900085,3.289999962,164.3800049,1,-2.499026623,15086,Consumer,DVDs,DVDs ,Europe,Western Europe,Francia,Second Class,Late delivery,4,2,2,1,No,18.2328186,-66.03705597
71515,,,,NaT,164.3800049,32.22000122,32.22000122,3.289999962,164.3800049,1,0.196009248,15068,Consumer,DVDs,DVDs ,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.24903297,-66.0370636
71473,,,,NaT,164.3800049,-254.3000031,-254.3000031,14.78999996,164.3800049,1,-1.547025158,15026,Consumer,DVDs,DVDs ,Europe,Western Europe,Francia,Second Class,Late delivery,4,2,2,1,No,18.25342941,-66.03705597
71471,,,,NaT,164.3800049,-115.7200012,-115.7200012,19.72999954,164.3800049,1,-0.703978573,15024,Consumer,DVDs,DVDs ,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.29131126,-66.0370636
69285,,,,NaT,11.28999996,-16.79000092,-16.79000092,1.690000057,11.28999996,1,-1.487156863,12838,Consumer,CDs ,CDs of rock,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,6,2,4,1,No,18.2938118,-66.03704834
69302,,,,NaT,11.28999996,2.559999943,2.559999943,1.809999943,11.28999996,1,0.226749331,12855,Consumer,CDs ,CDs of rock,Europe,Northern Europe,Suecia,Second Class,Late delivery,3,2,1,1,No,18.2302208,-66.0370636
71450,,,,NaT,164.3800049,16.15999985,16.15999985,26.29999924,164.3800049,1,0.098308793,15003,Consumer,DVDs,DVDs ,Europe,Northern Europe,Irlanda,Second Class,Late delivery,6,2,4,1,No,18.23652077,-66.0370636
71038,,,,NaT,252.8800049,-126.8199997,-126.8199997,7.590000153,252.8800049,1,-0.501502678,14591,Consumer,Consumer Electronics,Industrial consumer electronics,Europe,Southern Europe,Italia,Second Class,Late delivery,4,2,2,1,No,18.28129578,-66.03705597
12264,29-06-2015 00:16,2015,6,2015Q2,99.98999786,26.72999954,26.72999954,1,99.98999786,1,0.267326734,4943,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,5,2,3,1,No,18.28994179,-66.37062073
61983,23-06-2017 19:03,2017,6,2017Q2,99.98999786,14.52999973,14.52999973,13,99.98999786,1,0.145314532,1900,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,Europe,Western Europe,Austria,Second Class,Late delivery,4,2,2,1,No,18.20232201,-66.3706131
16555,30-08-2015 15:36,2015,8,2015Q3,59.99000168,-41.99000168,-41.99000168,0,59.99000168,1,-0.69995,5670,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.23627472,-66.37049866
19840,17-10-2015 14:29,2015,10,2015Q4,129.9900055,-201.4799957,-201.4799957,0,129.9900055,1,-1.549965283,1464,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Alemania,Second Class,Late delivery,6,2,4,1,No,18.25997925,-66.37049866
62003,24-06-2017 02:03,2017,6,2017Q2,59.99000168,-13.22999954,-13.22999954,1.200000048,59.99000168,1,-0.220536742,4033,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Western Europe,Alemania,Second Class,Late delivery,4,2,2,1,No,18.26682663,-66.37059784
19544,13-10-2015 06:47,2015,10,2015Q4,59.99000168,-43.09000015,-43.09000015,1.200000048,59.99000168,1,-0.718286363,5292,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Western Europe,Francia,Second Class,Late delivery,5,2,3,1,No,18.23804474,-66.37060547
71215,,,,NaT,461.480011,210.3899994,210.3899994,13.84000015,461.480011,1,0.455902736,14768,Consumer,Crafts,Porcelain crafts,Europe,Western Europe,Alemania,Second Class,Late delivery,6,2,4,1,No,18.23150253,-66.03704834
19885,18-10-2015 06:15,2015,10,2015Q4,129.9900055,-91.47000122,-91.47000122,5.199999809,129.9900055,1,-0.703669493,10327,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.23362732,-66.37056732
19126,,,,NaT,129.9900055,24.95999908,24.95999908,5.199999809,129.9900055,1,0.192014755,10070,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Alemania,Second Class,Shipping on time,2,2,0,0,Yes,18.27412605,-66.37060547
15749,18-08-2015 21:13,2015,8,2015Q3,129.9900055,34.93999863,34.93999863,5.199999809,129.9900055,1,0.268789885,8302,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Alemania,Second Class,Late delivery,5,2,3,1,No,18.29304504,-66.37050629
61983,23-06-2017 19:03,2017,6,2017Q2,129.9900055,13.94999981,13.94999981,6.5,129.9900055,1,0.107315941,1900,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Austria,Second Class,Late delivery,4,2,2,1,No,18.20232201,-66.3706131
17999,20-09-2015 17:30,2015,9,2015Q3,129.9900055,7.78000021,7.78000021,6.5,129.9900055,1,0.059850757,8760,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Alemania,Second Class,Late delivery,5,2,3,1,No,18.29695511,-66.37055206
64163,25-07-2017 14:48,2017,7,2017Q3,129.9900055,6.039999962,6.039999962,9.100000381,129.9900055,1,0.04646511,3975,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Francia,Second Class,Late delivery,4,2,2,1,No,18.23367119,-66.37059784
15784,19-08-2015 09:29,2015,8,2015Q3,129.9900055,32.75999832,32.75999832,13,129.9900055,1,0.252019363,2907,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Francia,Second Class,Late delivery,5,2,3,1,No,18.20000076,-66.37059021
61647,18-06-2017 21:20,2017,6,2017Q2,129.9900055,19.10000038,19.10000038,15.60000038,129.9900055,1,0.146934376,509,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Southern Europe,Italia,Second Class,Late delivery,3,2,1,1,No,18.22757721,-66.04562378
12867,,,,NaT,129.9900055,28.27000046,28.27000046,16.89999962,129.9900055,1,0.217478262,882,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Southern Europe,Italia,Second Class,Late delivery,3,2,1,1,No,18.14119721,-66.63679504
70279,22-10-2017 21:30,2017,10,2017Q4,357.1000061,116.5,116.5,46.41999817,357.1000061,1,0.326239143,13832,Consumer,Children's Clothing,Children's heaters,Europe,Western Europe,Francia,Second Class,Late delivery,5,2,3,1,No,18.20347023,-66.03705597
18736,,,,NaT,129.9900055,37.34999847,37.34999847,19.5,129.9900055,1,0.287329771,10099,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.21824455,-66.37058258
62072,25-06-2017 02:14,2017,6,2017Q2,129.9900055,37.13000107,37.13000107,20.79999924,129.9900055,1,0.285637353,1146,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Alemania,Second Class,Late delivery,3,2,1,1,No,18.21779442,-66.37051392
18736,,,,NaT,129.9900055,49.13999939,49.13999939,20.79999924,129.9900055,1,0.378029058,10099,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.21824455,-66.37058258
15530,15-08-2015 16:30,2015,8,2015Q3,129.9900055,50.09999847,50.09999847,23.39999962,129.9900055,1,0.385414235,12005,Consumer,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,Europe,Northern Europe,Finlandia,Second Class,Late delivery,6,2,4,1,No,18.28574562,-66.37052155
19501,,,,NaT,39.99000168,2.829999924,2.829999924,2.200000048,39.99000168,1,0.070767687,870,Consumer,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Europe,Southern Europe,España,Second Class,Shipping on time,2,2,0,0,Yes,18.24640656,-66.18754578
11110,,,,NaT,50,14.02999973,14.02999973,8.5,50,1,0.280599995,1461,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,6,2,4,1,No,18.21170616,-66.37058258
68084,20-09-2017 20:30,2017,9,2017Q3,50,-30,-30,12.5,50,1,-0.6,11674,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Southern Europe,Italia,Second Class,Late delivery,5,2,3,1,No,18.29730415,-66.37059021
11152,,,,NaT,24.98999977,8.159999847,8.159999847,0.25,24.98999977,1,0.326530609,11597,Consumer,Accessories,Team Golf Texas Longhorns Putter Grip,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,3,2,1,1,No,18.2200489,-66.3705368
12867,,,,NaT,299.980011,121.7600021,121.7600021,3,299.980011,1,0.405893718,882,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Southern Europe,Italia,Second Class,Late delivery,3,2,1,1,No,18.14119721,-66.63679504
14612,,,,NaT,299.980011,103.9400024,103.9400024,3,299.980011,1,0.346489761,1928,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Western Europe,Francia,Second Class,Late delivery,3,2,1,1,No,18.2548275,-66.37056732
19544,13-10-2015 06:47,2015,10,2015Q4,399.980011,154.4299927,154.4299927,4,399.980011,1,0.386094276,5292,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Late delivery,5,2,3,1,No,18.23804474,-66.37060547
19131,,,,NaT,399.980011,97,97,12,399.980011,1,0.242512119,6388,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.25711441,-66.37059784
11110,,,,NaT,399.980011,128.4299927,128.4299927,20,399.980011,1,0.321091027,1461,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,6,2,4,1,No,18.21170616,-66.37058258
19126,,,,NaT,399.980011,182.3899994,182.3899994,20,399.980011,1,0.455997786,10070,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Alemania,Second Class,Shipping on time,2,2,0,0,Yes,18.27412605,-66.37060547
19126,,,,NaT,299.980011,29.48999977,29.48999977,39,299.980011,1,0.098306549,10070,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Western Europe,Alemania,Second Class,Shipping on time,2,2,0,0,Yes,18.27412605,-66.37060547
16555,30-08-2015 15:36,2015,8,2015Q3,299.980011,-76.48999786,-76.48999786,45,299.980011,1,-0.254983649,5670,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.23627472,-66.37049866
18736,,,,NaT,299.980011,27.71999931,27.71999931,48,299.980011,1,0.092406155,10099,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.21824455,-66.37058258
15530,15-08-2015 16:30,2015,8,2015Q3,299.980011,-418.1700134,-418.1700134,54,299.980011,1,-1.393992926,12005,Consumer,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,Europe,Northern Europe,Finlandia,Second Class,Late delivery,6,2,4,1,No,18.28574562,-66.37052155
15530,15-08-2015 16:30,2015,8,2015Q3,399.980011,-251.5599976,-251.5599976,72,399.980011,1,-0.628931423,12005,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Northern Europe,Finlandia,Second Class,Late delivery,6,2,4,1,No,18.28574562,-66.37052155
19885,18-10-2015 06:15,2015,10,2015Q4,399.980011,-273.2099915,-273.2099915,72,399.980011,1,-0.683059113,10327,Consumer,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.23362732,-66.37056732
56317,,,,NaT,99.98999786,44.61999893,44.61999893,3,99.98999786,1,0.446244623,9918,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,Caribbean,Haití,Second Class,Late delivery,3,2,1,1,No,18.26595497,-66.37055206
52407,,,,NaT,99.98999786,12.11999989,12.11999989,3,99.98999786,1,0.121212123,6517,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,Central America,México,Second Class,Late delivery,3,2,1,1,No,18.20879936,-66.37049866
8455,,,,NaT,99.98999786,25.92000008,25.92000008,4,99.98999786,1,0.259225929,468,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,Caribbean,República Dominicana,Second Class,Late delivery,6,2,4,1,No,18.22757721,-66.04562378
8455,,,,NaT,99.98999786,23.75,23.75,5,99.98999786,1,0.237523757,468,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,Caribbean,República Dominicana,Second Class,Late delivery,6,2,4,1,No,18.22757721,-66.04562378
10253,30-05-2015 15:43,2015,5,2015Q2,99.98999786,28.5,28.5,5,99.98999786,1,0.285028509,8398,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,South America,Brasil,Second Class,Late delivery,4,2,2,1,No,18.38011932,-66.18312836
53816,24-02-2017 13:47,2017,2,2017Q1,99.98999786,-154.6799927,-154.6799927,9,99.98999786,1,-1.546954656,8360,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,South America,Argentina,Second Class,Shipping on time,2,2,0,0,Yes,18.21312904,-66.37059021
1077,16-01-2015 16:58,2015,1,2015Q1,99.98999786,7.920000076,7.920000076,10,99.98999786,1,0.079207923,8103,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,Central America,Guatemala,Second Class,Late delivery,3,2,1,1,No,18.20577622,-66.37051392
56037,28-03-2017 23:54,2017,3,2017Q1,99.98999786,13.93999958,13.93999958,18,99.98999786,1,0.13941394,3125,Consumer,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,Central America,Panamá,Second Class,Late delivery,3,2,1,1,No,18.23575783,-66.3706131
8455,,,,NaT,59.99000168,17.39999962,17.39999962,0,59.99000168,1,0.290048327,468,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,Caribbean,República Dominicana,Second Class,Late delivery,6,2,4,1,No,18.22757721,-66.04562378
7884,26-04-2015 01:45,2015,4,2015Q2,59.99000168,-11.27999973,-11.27999973,0,59.99000168,1,-0.188031329,4899,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,Central America,El Salvador,Second Class,Late delivery,5,2,3,1,No,18.29455948,-66.37051392
16863,,,,NaT,239.9600067,55.66999817,55.66999817,47.99000168,59.99000168,4,0.231996985,7586,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Western Europe,Francia,Standard Class,Shipping on time,4,4,0,0,Yes,33.9031601,-117.9898758
66868,,,,NaT,239.9600067,62.99000168,62.99000168,59.99000168,59.99000168,4,0.262502083,5326,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Northern Europe,Reino Unido,Standard Class,Shipping on time,4,4,0,0,Yes,34.0015831,-118.4321518
68330,24-09-2017 10:41,2017,9,2017Q3,239.9600067,21.95999908,21.95999908,59.99000168,59.99000168,4,0.091515246,494,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Northern Europe,Reino Unido,Standard Class,Late delivery,6,4,2,1,No,39.60168457,-107.0304413
18001,20-09-2015 18:12,2015,9,2015Q3,239.9600067,46.79000092,46.79000092,59.99000168,59.99000168,4,0.19499083,4563,Consumer,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Northern Europe,Reino Unido,Standard Class,Advance shipping,2,4,-2,0,Yes,32.71303558,-96.69631958
16464,29-08-2015 07:43,2015,8,2015Q3,200,70,70,0,50,4,0.35,341,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Francia,Standard Class,Late delivery,5,4,1,1,No,33.10355759,-117.2678757
10869,,,,NaT,200,-52.86999893,-52.86999893,2,50,4,-0.264349995,928,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Northern Europe,Reino Unido,Standard Class,Late delivery,5,4,1,1,No,37.76897812,-122.3891907
17490,13-09-2015 07:10,2015,9,2015Q3,200,67.3199997,67.3199997,2,50,4,0.336599999,11065,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Francia,Standard Class,Late delivery,6,4,2,1,No,40.82476044,-73.94992065
17490,13-09-2015 07:10,2015,9,2015Q3,200,92.12000275,92.12000275,4,50,4,0.460600014,11065,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Francia,Standard Class,Late delivery,6,4,2,1,No,40.82476044,-73.94992065
61888,22-06-2017 09:46,2017,6,2017Q2,200,63.04999924,63.04999924,6,50,4,0.315249996,5687,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Northern Europe,Reino Unido,Standard Class,Shipping on time,4,4,0,0,Yes,26.0984993,-80.27095032
68871,,,,NaT,200,55.68000031,55.68000031,8,50,4,0.278400002,4960,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Northern Europe,Reino Unido,Standard Class,Advance shipping,2,4,-2,0,Yes,43.20556259,-123.3465195
65141,,,,NaT,159.9600067,17.35000038,17.35000038,6.400000095,39.99000168,4,0.108464614,7762,Consumer,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Europe,Western Europe,Alemania,Standard Class,Advance shipping,2,4,-2,0,Yes,40.61923981,-74.03337097
11882,23-06-2015 10:26,2015,6,2015Q2,200,72,72,8,50,4,0.36,10316,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Francia,Standard Class,Advance shipping,3,4,-1,0,Yes,38.79064941,-90.61938477
17984,20-09-2015 12:14,2015,9,2015Q3,200,91.19999695,91.19999695,10,50,4,0.455999985,4306,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Southern Europe,Italia,Standard Class,Late delivery,5,4,1,1,No,36.94937897,-76.24703217
66519,29-08-2017 00:13,2017,8,2017Q3,200,28.5,28.5,10,50,4,0.1425,4161,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Francia,Standard Class,Late delivery,5,4,1,1,No,41.73297119,-87.54953003
65453,13-08-2017 10:45,2017,8,2017Q3,200,20.79000092,20.79000092,11,50,4,0.103950005,6034,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Southern Europe,España,Standard Class,Shipping on time,4,4,0,0,Yes,32.7514801,-117.1934433
11107,,,,NaT,159.9600067,51.40000153,51.40000153,8.800000191,39.99000168,4,0.321330329,9247,Consumer,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Europe,Western Europe,Alemania,Standard Class,Advance shipping,3,4,-1,0,Yes,41.79980087,-87.58843994
67275,,,,NaT,159.9600067,43.66999817,43.66999817,14.39999962,39.99000168,4,0.273005729,4195,Consumer,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Europe,Western Europe,Alemania,Standard Class,Late delivery,6,4,2,1,No,32.9131012,-96.73959351
16877,,,,NaT,200,76.44000244,76.44000244,18,50,4,0.382200012,5929,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Alemania,Standard Class,Advance shipping,3,4,-1,0,Yes,25.77437019,-80.19377899
65048,,,,NaT,200,56.97000122,56.97000122,18,50,4,0.284850006,960,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Países Bajos,Standard Class,Shipping on time,4,4,0,0,Yes,41.66638184,-70.93328095
